Type of Task,Date,Start Time,End Time,Duration (in hours),Year,Month,Month_Name,Day,Day_of_Week,Week_Number,Year_Month,Day_Type,Start_Hour,Start_Minute,Start_Period,Time_Category,End_Hour,Duration_Minutes,Quarter
Data Analyst,2026-01-06,11:21:35 am,12:19:09 pm,0.96,2026,1,January,6,Tuesday,2,2026-01,Weekday,11,21,AM,Morning,12,57.599999999999994,1
Data Analyst,2026-01-06,1:14:16 pm,4:29:44 pm,3.26,2026,1,January,6,Tuesday,2,2026-01,Weekday,13,14,PM,Afternoon,16,195.6,1
Data Analyst,2026-01-06,8:15:22 pm,10:58:34 pm,2.72,2026,1,January,6,Tuesday,2,2026-01,Weekday,20,15,PM,Evening,22,163.20000000000002,1
Data Analyst,2026-01-07,10:22:19 am,12:06:26 pm,1.74,2026,1,January,7,Wednesday,2,2026-01,Weekday,10,22,AM,Morning,12,104.4,1
Data Analyst,2026-01-12,10:54:44 am,11:49:01 am,0.9,2026,1,January,12,Monday,3,2026-01,Weekday,10,54,AM,Morning,11,54.0,1
Data Analyst,2026-01-12,12:06:33 pm,12:26:20 pm,0.33,2026,1,January,12,Monday,3,2026-01,Weekday,12,6,PM,Afternoon,12,19.8,1
Data Analyst,2026-01-12,2:47:41 pm,4:01:11 pm,1.23,2026,1,January,12,Monday,3,2026-01,Weekday,14,47,PM,Afternoon,16,73.8,1
Data Analyst,2026-01-13,5:26:23 am,6:44:14 am,1.3,2026,1,January,13,Tuesday,3,2026-01,Weekday,5,26,AM,Morning,6,78.0,1
Data Analyst,2026-01-13,7:14:15 am,8:30:15 am,1.27,2026,1,January,13,Tuesday,3,2026-01,Weekday,7,14,AM,Morning,8,76.2,1
Data Analyst,2026-01-13,2:39:37 pm,4:27:34 pm,1.8,2026,1,January,13,Tuesday,3,2026-01,Weekday,14,39,PM,Afternoon,16,108.0,1
Data Analyst,2026-01-13,6:15:45 pm,6:51:26 pm,0.59,2026,1,January,13,Tuesday,3,2026-01,Weekday,18,15,PM,Evening,18,35.4,1
Data Analyst,2026-01-13,7:05:46 pm,7:28:34 pm,0.38,2026,1,January,13,Tuesday,3,2026-01,Weekday,19,5,PM,Evening,19,22.8,1
Data Analyst,2026-01-13,11:41:30 pm,12:00:17 am,0.31,2026,1,January,13,Tuesday,3,2026-01,Weekday,23,41,PM,Night,0,18.6,1
Data Analyst,2026-01-14,12:00:23 am,2:08:21 am,2.13,2026,1,January,14,Wednesday,3,2026-01,Weekday,0,0,AM,Night,2,127.8,1
Data Analyst,2026-01-14,11:31:33 am,12:13:23 pm,0.7,2026,1,January,14,Wednesday,3,2026-01,Weekday,11,31,AM,Morning,12,42.0,1
Data Analyst,2026-01-14,4:12:32 pm,4:23:45 pm,0.19,2026,1,January,14,Wednesday,3,2026-01,Weekday,16,12,PM,Afternoon,16,11.4,1
Data Analyst,2026-01-14,4:30:00 pm,6:43:37 pm,2.23,2026,1,January,14,Wednesday,3,2026-01,Weekday,16,30,PM,Afternoon,18,133.8,1
Data Analyst,2026-01-14,7:11:59 pm,7:23:03 pm,0.18,2026,1,January,14,Wednesday,3,2026-01,Weekday,19,11,PM,Evening,19,10.799999999999999,1
Data Analyst,2026-01-14,8:31:53 pm,9:33:30 pm,1.03,2026,1,January,14,Wednesday,3,2026-01,Weekday,20,31,PM,Evening,21,61.800000000000004,1
Data Analyst,2026-01-14,9:42:09 pm,10:14:07 pm,0.53,2026,1,January,14,Wednesday,3,2026-01,Weekday,21,42,PM,Night,22,31.8,1
Data Analyst,2026-01-14,10:26:29 pm,12:04:27 am,1.63,2026,1,January,14,Wednesday,3,2026-01,Weekday,22,26,PM,Night,0,97.8,1
Data Analyst,2026-01-15,12:04:31 am,12:09:56 am,0.09,2026,1,January,15,Thursday,3,2026-01,Weekday,0,4,AM,Night,0,5.3999999999999995,1
Data Analyst,2026-01-15,9:53:16 pm,12:17:36 am,2.41,2026,1,January,15,Thursday,3,2026-01,Weekday,21,53,PM,Night,0,144.60000000000002,1
Data Analyst,2026-01-16,12:17:40 am,12:19:47 am,0.04,2026,1,January,16,Friday,3,2026-01,Weekday,0,17,AM,Night,0,2.4,1
Data Analyst,2026-01-16,10:18:34 am,10:39:56 am,0.36,2026,1,January,16,Friday,3,2026-01,Weekday,10,18,AM,Morning,10,21.599999999999998,1
Data Analyst,2026-01-16,10:41:13 am,10:53:44 am,0.21,2026,1,January,16,Friday,3,2026-01,Weekday,10,41,AM,Morning,10,12.6,1
Data Analyst,2026-01-16,3:56:27 pm,5:05:57 pm,1.16,2026,1,January,16,Friday,3,2026-01,Weekday,15,56,PM,Afternoon,17,69.6,1
Data Analyst,2026-01-16,5:50:35 pm,7:16:51 pm,1.44,2026,1,January,16,Friday,3,2026-01,Weekday,17,50,PM,Evening,19,86.39999999999999,1
Data Analyst,2026-01-16,8:05:47 pm,9:14:02 pm,1.14,2026,1,January,16,Friday,3,2026-01,Weekday,20,5,PM,Evening,21,68.39999999999999,1
Data Analyst,2026-01-16,9:42:59 pm,10:14:02 pm,0.52,2026,1,January,16,Friday,3,2026-01,Weekday,21,42,PM,Night,22,31.200000000000003,1
Data Engineer,2026-01-16,11:29:44 pm,12:00:05 am,0.51,2026,1,January,16,Friday,3,2026-01,Weekday,23,29,PM,Night,0,30.6,1
Data Engineer,2026-01-17,12:00:13 am,1:42:18 am,1.7,2026,1,January,17,Saturday,3,2026-01,Weekend,0,0,AM,Night,1,102.0,1
Data Engineer,2026-01-17,8:41:37 am,9:02:15 am,0.34,2026,1,January,17,Saturday,3,2026-01,Weekend,8,41,AM,Morning,9,20.400000000000002,1
Data Engineer,2026-01-17,9:10:14 am,10:55:33 am,1.76,2026,1,January,17,Saturday,3,2026-01,Weekend,9,10,AM,Morning,10,105.6,1
Data Engineer,2026-01-17,4:29:54 pm,4:53:42 pm,0.4,2026,1,January,17,Saturday,3,2026-01,Weekend,16,29,PM,Afternoon,16,24.0,1
Data Engineer,2026-01-17,5:10:29 pm,6:28:26 pm,1.3,2026,1,January,17,Saturday,3,2026-01,Weekend,17,10,PM,Evening,18,78.0,1
CAPhil,2026-01-17,6:29:18 pm,6:41:42 pm,0.21,2026,1,January,17,Saturday,3,2026-01,Weekend,18,29,PM,Evening,18,12.6,1
CAPhil,2026-01-17,7:04:11 pm,8:33:42 pm,1.49,2026,1,January,17,Saturday,3,2026-01,Weekend,19,4,PM,Evening,20,89.4,1
CAPhil,2026-01-17,8:40:27 pm,9:36:31 pm,0.93,2026,1,January,17,Saturday,3,2026-01,Weekend,20,40,PM,Evening,21,55.800000000000004,1
CAPhil,2026-01-18,3:16:54 am,3:51:08 am,0.57,2026,1,January,18,Sunday,3,2026-01,Weekend,3,16,AM,Night,3,34.199999999999996,1
CAPhil,2026-01-18,12:02:23 pm,12:19:59 pm,0.29,2026,1,January,18,Sunday,3,2026-01,Weekend,12,2,PM,Afternoon,12,17.4,1
CAPhil,2026-01-18,1:32:22 pm,5:07:04 pm,3.58,2026,1,January,18,Sunday,3,2026-01,Weekend,13,32,PM,Afternoon,17,214.8,1
CAPhil,2026-01-18,5:45:26 pm,6:53:29 pm,1.13,2026,1,January,18,Sunday,3,2026-01,Weekend,17,45,PM,Evening,18,67.8,1
CAPhil,2026-01-18,9:38:41 pm,10:28:58 pm,0.84,2026,1,January,18,Sunday,3,2026-01,Weekend,21,38,PM,Night,22,50.4,1
CAPhil,2026-01-18,10:34:27 pm,11:18:03 pm,0.73,2026,1,January,18,Sunday,3,2026-01,Weekend,22,34,PM,Night,23,43.8,1
CAPhil,2026-01-19,12:22:24 am,1:47:16 am,1.41,2026,1,January,19,Monday,4,2026-01,Weekday,0,22,AM,Night,1,84.6,1
CAPhil,2026-01-19,11:40:17 am,11:52:34 am,0.2,2026,1,January,19,Monday,4,2026-01,Weekday,11,40,AM,Morning,11,12.0,1
CAPhil,2026-01-19,12:04:16 pm,12:06:18 pm,0.03,2026,1,January,19,Monday,4,2026-01,Weekday,12,4,PM,Afternoon,12,1.7999999999999998,1
CAPhil,2026-01-19,12:10:05 pm,12:10:42 pm,0.01,2026,1,January,19,Monday,4,2026-01,Weekday,12,10,PM,Afternoon,12,0.6,1
CAPhil,2026-01-19,5:41:45 pm,7:22:03 pm,1.67,2026,1,January,19,Monday,4,2026-01,Weekday,17,41,PM,Evening,19,100.19999999999999,1
CAPhil,2026-01-20,1:10:35 am,3:34:58 am,2.41,2026,1,January,20,Tuesday,4,2026-01,Weekday,1,10,AM,Night,3,144.60000000000002,1
CAPhil,2026-01-21,9:27:22 am,9:56:55 am,0.49,2026,1,January,21,Wednesday,4,2026-01,Weekday,9,27,AM,Morning,9,29.4,1
CAPhil,2026-01-23,3:46:52 pm,4:37:02 pm,0.84,2026,1,January,23,Friday,4,2026-01,Weekday,15,46,PM,Afternoon,16,50.4,1
CAPhil,2026-01-23,5:17:01 pm,5:37:40 pm,0.34,2026,1,January,23,Friday,4,2026-01,Weekday,17,17,PM,Evening,17,20.400000000000002,1
CAPhil,2026-01-23,5:44:37 pm,5:50:36 pm,0.1,2026,1,January,23,Friday,4,2026-01,Weekday,17,44,PM,Evening,17,6.0,1
Data Engineer,2026-01-24,1:07:18 am,1:18:51 am,0.19,2026,1,January,24,Saturday,4,2026-01,Weekend,1,7,AM,Night,1,11.4,1
Data Engineer,2026-01-24,4:28:10 pm,6:02:54 pm,1.58,2026,1,January,24,Saturday,4,2026-01,Weekend,16,28,PM,Afternoon,18,94.80000000000001,1
Academics,2026-01-25,3:45:56 am,5:44:34 am,1.98,2026,1,January,25,Sunday,4,2026-01,Weekend,3,45,AM,Night,5,118.8,1
Academics,2026-01-25,6:08:31 am,6:39:49 am,0.52,2026,1,January,25,Sunday,4,2026-01,Weekend,6,8,AM,Morning,6,31.200000000000003,1
CAPhil,2026-01-26,1:44:54 am,4:13:27 am,2.48,2026,1,January,26,Monday,5,2026-01,Weekday,1,44,AM,Night,4,148.8,1
CAPhil,2026-01-26,1:45:30 pm,3:27:30 pm,1.7,2026,1,January,26,Monday,5,2026-01,Weekday,13,45,PM,Afternoon,15,102.0,1
Academics,2026-01-27,6:51:00 pm,7:19:11 pm,0.47,2026,1,January,27,Tuesday,5,2026-01,Weekday,18,51,PM,Evening,19,28.2,1
Academics,2026-01-27,8:00:21 pm,11:01:58 pm,3.03,2026,1,January,27,Tuesday,5,2026-01,Weekday,20,0,PM,Evening,23,181.79999999999998,1
Academics,2026-02-03,10:35:55 PM,11:50:54 PM,1.25,2026,2,February,3,Tuesday,6,2026-02,Weekday,22,35,PM,Night,23,75.0,1
Academics,2026-02-10,11:03:41 PM,12:01:33 AM,0.96,2026,2,February,10,Tuesday,7,2026-02,Weekday,23,3,PM,Night,0,57.599999999999994,1
Academics,2026-02-06,10:44:26 PM,11:59:44 PM,1.25,2026,2,February,6,Friday,6,2026-02,Weekday,22,44,PM,Night,23,75.0,1
CAPhil,2026-02-23,5:04:14 PM,5:33:20 PM,0.48,2026,2,February,23,Monday,9,2026-02,Weekday,17,4,PM,Evening,17,28.799999999999997,1
CAPhil,2026-03-13,9:28:45 am,11:13:47 am,1.75,2026,3,March,13,Friday,11,2026-03,Weekday,9,28,AM,Morning,11,105.0,1
CAPhil,2026-03-13,2:02:29 pm,3:04:34 pm,1.03,2026,3,March,13,Friday,11,2026-03,Weekday,14,2,PM,Afternoon,15,61.800000000000004,1
CAPhil,2026-03-13,3:33:18 pm,4:35:16 pm,1.03,2026,3,March,13,Friday,11,2026-03,Weekday,15,33,PM,Afternoon,16,61.800000000000004,1
CAPhil,2026-03-13,9:13:36 pm,10:10:47 pm,0.95,2026,3,March,13,Friday,11,2026-03,Weekday,21,13,PM,Night,22,57.0,1
CAPhil,2026-03-18,10:31:44 pm,12:00:37 am,1.48,2026,3,March,18,Wednesday,12,2026-03,Weekday,22,31,PM,Night,0,88.8,1
CAPhil,2026-03-19,12:00:43 am,12:10:57 am,0.17,2026,3,March,19,Thursday,12,2026-03,Weekday,0,0,AM,Night,0,10.200000000000001,1
CAPhil,2026-03-19,10:33:48 am,10:36:51 am,0.05,2026,3,March,19,Thursday,12,2026-03,Weekday,10,33,AM,Morning,10,3.0,1
CAPhil,2026-03-19,10:57:57 am,11:25:23 am,0.46,2026,3,March,19,Thursday,12,2026-03,Weekday,10,57,AM,Morning,11,27.6,1
CAPhil,2026-03-19,11:47:59 am,1:02:40 pm,1.24,2026,3,March,19,Thursday,12,2026-03,Weekday,11,47,AM,Morning,13,74.4,1
CAPhil,2026-03-19,4:30:16 pm,7:58:41 pm,3.47,2026,3,March,19,Thursday,12,2026-03,Weekday,16,30,PM,Afternoon,19,208.20000000000002,1
CAPhil,2026-03-20,10:52:43 pm,12:00:06 am,1.12,2026,3,March,20,Friday,12,2026-03,Weekday,22,52,PM,Night,0,67.2,1
CAPhil,2026-03-21,12:00:11 am,1:58:29 am,1.97,2026,3,March,21,Saturday,12,2026-03,Weekend,0,0,AM,Night,1,118.2,1
CAPhil,2026-03-21,1:59:08 am,2:34:52 am,0.6,2026,3,March,21,Saturday,12,2026-03,Weekend,1,59,AM,Night,2,36.0,1
CAPhil,2026-03-21,2:40:45 am,2:52:35 am,0.2,2026,3,March,21,Saturday,12,2026-03,Weekend,2,40,AM,Night,2,12.0,1
CAPhil,2026-03-25,11:06:02 pm,11:57:14 pm,0.85,2026,3,March,25,Wednesday,13,2026-03,Weekday,23,6,PM,Night,23,51.0,1
Data Analyst,2026-03-27,10:49:51 pm,11:34:33 pm,0.74,2026,3,March,27,Friday,13,2026-03,Weekday,22,49,PM,Night,23,44.4,1
Data Analyst,2026-03-28,12:01:28 am,1:47:42 am,1.77,2026,3,March,28,Saturday,13,2026-03,Weekend,0,1,AM,Night,1,106.2,1
Data Analyst,2026-03-28,12:02:35 pm,1:45:50 pm,1.72,2026,3,March,28,Saturday,13,2026-03,Weekend,12,2,PM,Afternoon,13,103.2,1
Data Analyst,2026-03-28,5:07:19 pm,5:10:11 pm,0.05,2026,3,March,28,Saturday,13,2026-03,Weekend,17,7,PM,Evening,17,3.0,1
Data Analyst,2026-03-28,5:19:03 pm,5:26:44 pm,0.13,2026,3,March,28,Saturday,13,2026-03,Weekend,17,19,PM,Evening,17,7.800000000000001,1
Data Analyst,2026-03-28,5:39:32 pm,7:46:12 pm,2.11,2026,3,March,28,Saturday,13,2026-03,Weekend,17,39,PM,Evening,19,126.6,1
Data Analyst,2026-03-28,8:12:20 pm,12:07:48 am,3.92,2026,3,March,28,Saturday,13,2026-03,Weekend,20,12,PM,Evening,0,235.2,1
Data Analyst,2026-03-30,12:00:43 am,12:52:14 am,0.86,2026,3,March,30,Monday,14,2026-03,Weekday,0,0,AM,Night,0,51.6,1
Data Analyst,2026-03-30,1:06:13 pm,1:37:56 pm,0.53,2026,3,March,30,Monday,14,2026-03,Weekday,13,6,PM,Afternoon,13,31.8,1
Data Analyst,2026-03-30,2:01:35 pm,2:22:23 pm,0.35,2026,3,March,30,Monday,14,2026-03,Weekday,14,1,PM,Afternoon,14,21.0,1
Data Analyst,2026-03-30,2:47:46 pm,3:41:57 pm,0.9,2026,3,March,30,Monday,14,2026-03,Weekday,14,47,PM,Afternoon,15,54.0,1
Data Analyst,2026-03-30,10:00:27 pm,11:59:29 pm,1.98,2026,3,March,30,Monday,14,2026-03,Weekday,22,0,PM,Night,23,118.8,1
Data Analyst,2026-03-31,12:00:17 am,3:07:39 am,3.12,2026,3,March,31,Tuesday,14,2026-03,Weekday,0,0,AM,Night,3,187.20000000000002,1
Data Analyst,2026-04-02,12:34:10 am,2:06:36 am,1.54,2026,4,April,2,Thursday,14,2026-04,Weekday,0,34,AM,Night,2,92.4,2
Data Analyst,2026-04-02,12:06:13 pm,12:44:32 pm,0.64,2026,4,April,2,Thursday,14,2026-04,Weekday,12,6,PM,Afternoon,12,38.4,2
Data Analyst,2026-04-02,1:25:25 pm,2:48:53 pm,1.39,2026,4,April,2,Thursday,14,2026-04,Weekday,13,25,PM,Afternoon,14,83.39999999999999,2
Data Analyst,2026-04-02,5:44:30 pm,6:07:42 pm,0.39,2026,4,April,2,Thursday,14,2026-04,Weekday,17,44,PM,Evening,18,23.400000000000002,2
Data Analyst,2026-04-02,6:16:24 pm,7:54:21 pm,1.63,2026,4,April,2,Thursday,14,2026-04,Weekday,18,16,PM,Evening,19,97.8,2
Data Analyst,2026-04-02,11:06:22 pm,11:39:13 pm,0.55,2026,4,April,2,Thursday,14,2026-04,Weekday,23,6,PM,Night,23,33.0,2
Data Analyst,2026-04-03,12:21:02 am,1:36:54 am,1.26,2026,4,April,3,Friday,14,2026-04,Weekday,0,21,AM,Night,1,75.6,2
Data Analyst,2026-04-03,1:45:20 am,2:06:05 am,0.35,2026,4,April,3,Friday,14,2026-04,Weekday,1,45,AM,Night,2,21.0,2
Data Analyst,2026-04-03,12:45:07 pm,1:47:42 pm,1.04,2026,4,April,3,Friday,14,2026-04,Weekday,12,45,PM,Afternoon,13,62.400000000000006,2
Data Analyst,2026-04-03,4:45:58 pm,5:18:52 pm,0.55,2026,4,April,3,Friday,14,2026-04,Weekday,16,45,PM,Afternoon,17,33.0,2
Data Analyst,2026-04-04,12:42:59 am,12:53:24 am,0.17,2026,4,April,4,Saturday,14,2026-04,Weekend,0,42,AM,Night,0,10.200000000000001,2
Data Analyst,2026-04-04,3:46:21 pm,5:05:27 pm,1.32,2026,4,April,4,Saturday,14,2026-04,Weekend,15,46,PM,Afternoon,17,79.2,2
Data Analyst,2026-04-04,5:37:39 pm,8:26:44 pm,2.82,2026,4,April,4,Saturday,14,2026-04,Weekend,17,37,PM,Evening,20,169.2,2
Data Analyst,2026-04-04,9:53:11 pm,12:05:03 am,2.2,2026,4,April,4,Saturday,14,2026-04,Weekend,21,53,PM,Night,0,132.0,2
Data Analyst,2026-04-05,12:05:06 am,1:46:21 am,1.69,2026,4,April,5,Sunday,14,2026-04,Weekend,0,5,AM,Night,1,101.39999999999999,2
Data Analyst,2026-04-05,3:50:29 pm,9:51:00 pm,6.01,2026,4,April,5,Sunday,14,2026-04,Weekend,15,50,PM,Afternoon,21,360.59999999999997,2
Data Analyst,2026-04-06,1:47:20 am,2:57:14 am,1.17,2026,4,April,6,Monday,15,2026-04,Weekday,1,47,AM,Night,2,70.19999999999999,2
Data Analyst,2026-04-06,3:19:35 pm,3:51:58 pm,0.54,2026,4,April,6,Monday,15,2026-04,Weekday,15,19,PM,Afternoon,15,32.400000000000006,2
Data Analyst,2026-04-06,4:01:43 pm,6:12:06 pm,2.17,2026,4,April,6,Monday,15,2026-04,Weekday,16,1,PM,Afternoon,18,130.2,2
Academics,2026-04-06,6:53:53 pm,7:54:58 pm,1.02,2026,4,April,6,Monday,15,2026-04,Weekday,18,53,PM,Evening,19,61.2,2
Academics,2026-04-06,8:30:57 pm,10:47:37 pm,2.28,2026,4,April,6,Monday,15,2026-04,Weekday,20,30,PM,Evening,22,136.79999999999998,2
Software Developer,2026-04-06,10:47:48 pm,12:00:35 am,1.21,2026,4,April,6,Monday,15,2026-04,Weekday,22,47,PM,Night,0,72.6,2
Software Developer,2026-04-07,12:00:37 am,2:02:49 am,2.04,2026,4,April,7,Tuesday,15,2026-04,Weekday,0,0,AM,Night,2,122.4,2
Data Analyst,2026-04-07,2:36:58 am,4:05:56 am,1.48,2026,4,April,7,Tuesday,15,2026-04,Weekday,2,36,AM,Night,4,88.8,2
Data Analyst,2026-04-07,11:36:17 pm,12:03:48 am,0.46,2026,4,April,7,Tuesday,15,2026-04,Weekday,23,36,PM,Night,0,27.6,2
Data Analyst,2026-04-08,12:03:53 am,4:12:07 am,4.14,2026,4,April,8,Wednesday,15,2026-04,Weekday,0,3,AM,Night,4,248.39999999999998,2
Software Developer,2026-04-08,4:15:10 am,5:36:29 am,1.36,2026,4,April,8,Wednesday,15,2026-04,Weekday,4,15,AM,Night,5,81.60000000000001,2
Software Developer,2026-04-08,12:03:59 pm,12:14:55 pm,0.18,2026,4,April,8,Wednesday,15,2026-04,Weekday,12,3,PM,Afternoon,12,10.799999999999999,2
Software Developer,2026-04-08,12:48:54 pm,2:55:11 pm,2.1,2026,4,April,8,Wednesday,15,2026-04,Weekday,12,48,PM,Afternoon,14,126.0,2
Software Developer,2026-04-08,5:45:14 pm,8:28:02 pm,2.71,2026,4,April,8,Wednesday,15,2026-04,Weekday,17,45,PM,Evening,20,162.6,2
Software Developer,2026-04-08,9:26:29 pm,12:04:48 am,2.64,2026,4,April,8,Wednesday,15,2026-04,Weekday,21,26,PM,Night,0,158.4,2
Software Developer,2026-04-09,12:04:49 am,1:27:55 am,1.39,2026,4,April,9,Thursday,15,2026-04,Weekday,0,4,AM,Night,1,83.39999999999999,2
Software Developer,2026-04-09,2:32:43 pm,4:19:14 pm,1.78,2026,4,April,9,Thursday,15,2026-04,Weekday,14,32,PM,Afternoon,16,106.8,2
Software Developer,2026-04-09,6:04:36 pm,7:38:38 pm,1.57,2026,4,April,9,Thursday,15,2026-04,Weekday,18,4,PM,Evening,19,94.2,2
Academics,2026-04-10,3:58:59 pm,4:06:20 pm,0.12,2026,4,April,10,Friday,15,2026-04,Weekday,15,58,PM,Afternoon,16,7.199999999999999,2
Data Analyst,2026-04-10,11:15:16 pm,12:00:16 am,0.75,2026,4,April,10,Friday,15,2026-04,Weekday,23,15,PM,Night,0,45.0,2
Data Analyst,2026-04-11,12:00:34 am,1:58:19 am,1.96,2026,4,April,11,Saturday,15,2026-04,Weekend,0,0,AM,Night,1,117.6,2
Data Analyst,2026-04-11,2:28:25 am,4:20:16 am,1.86,2026,4,April,11,Saturday,15,2026-04,Weekend,2,28,AM,Night,4,111.60000000000001,2
Data Analyst,2026-04-11,4:57:36 pm,6:18:16 pm,1.34,2026,4,April,11,Saturday,15,2026-04,Weekend,16,57,PM,Afternoon,18,80.4,2
Data Analyst,2026-04-11,6:36:20 pm,7:27:17 pm,0.85,2026,4,April,11,Saturday,15,2026-04,Weekend,18,36,PM,Evening,19,51.0,2
Data Analyst,2026-04-11,9:52:06 pm,12:00:42 am,2.14,2026,4,April,11,Saturday,15,2026-04,Weekend,21,52,PM,Night,0,128.4,2
Data Analyst,2026-04-12,12:00:49 am,12:02:35 am,0.03,2026,4,April,12,Sunday,15,2026-04,Weekend,0,0,AM,Night,0,1.7999999999999998,2
Academics,2026-04-12,5:35:29 pm,7:24:15 pm,1.81,2026,4,April,12,Sunday,15,2026-04,Weekend,17,35,PM,Evening,19,108.60000000000001,2
Academics,2026-04-12,7:29:38 pm,7:53:26 pm,0.4,2026,4,April,12,Sunday,15,2026-04,Weekend,19,29,PM,Evening,19,24.0,2
Academics,2026-04-12,8:14:19 pm,12:23:01 am,4.14,2026,4,April,12,Sunday,15,2026-04,Weekend,20,14,PM,Evening,0,248.39999999999998,2
Academics,2026-04-13,12:30:47 am,1:18:38 am,0.8,2026,4,April,13,Monday,16,2026-04,Weekday,0,30,AM,Night,1,48.0,2
Data Analyst,2026-04-13,3:24:38 am,5:08:37 am,1.73,2026,4,April,13,Monday,16,2026-04,Weekday,3,24,AM,Night,5,103.8,2
Data Analyst,2026-04-14,2:22:48 am,3:25:17 am,1.04,2026,4,April,14,Tuesday,16,2026-04,Weekday,2,22,AM,Night,3,62.400000000000006,2
Data Analyst,2026-04-14,3:56:10 am,5:07:27 am,1.19,2026,4,April,14,Tuesday,16,2026-04,Weekday,3,56,AM,Night,5,71.39999999999999,2
Academics,2026-04-15,12:15:08 am,12:51:07 am,0.6,2026,4,April,15,Wednesday,16,2026-04,Weekday,0,15,AM,Night,0,36.0,2
Academics,2026-04-15,1:07:51 am,2:15:27 am,1.13,2026,4,April,15,Wednesday,16,2026-04,Weekday,1,7,AM,Night,2,67.8,2
Academics,2026-04-15,2:30:45 am,6:29:07 am,3.97,2026,4,April,15,Wednesday,16,2026-04,Weekday,2,30,AM,Night,6,238.20000000000002,2
Academics,2026-04-16,12:29:30 am,1:33:18 am,1.06,2026,4,April,16,Thursday,16,2026-04,Weekday,0,29,AM,Night,1,63.6,2
Academics,2026-04-16,2:28:57 am,2:43:21 am,0.24,2026,4,April,16,Thursday,16,2026-04,Weekday,2,28,AM,Night,2,14.399999999999999,2
Software Developer,2026-04-16,3:49:11 am,5:47:14 am,1.97,2026,4,April,16,Thursday,16,2026-04,Weekday,3,49,AM,Night,5,118.2,2
Academics,2026-04-16,1:18:08 pm,1:54:41 pm,0.61,2026,4,April,16,Thursday,16,2026-04,Weekday,13,18,PM,Afternoon,13,36.6,2
Academics,2026-04-16,5:38:47 pm,6:08:54 pm,0.5,2026,4,April,16,Thursday,16,2026-04,Weekday,17,38,PM,Evening,18,30.0,2
Academics,2026-04-16,6:55:26 pm,7:34:01 pm,0.64,2026,4,April,16,Thursday,16,2026-04,Weekday,18,55,PM,Evening,19,38.4,2
Academics,2026-04-16,7:45:19 pm,9:49:15 pm,2.07,2026,4,April,16,Thursday,16,2026-04,Weekday,19,45,PM,Evening,21,124.19999999999999,2
Academics,2026-04-16,11:09:19 pm,12:01:35 am,0.87,2026,4,April,16,Thursday,16,2026-04,Weekday,23,9,PM,Night,0,52.2,2
Academics,2026-04-17,12:01:39 am,12:04:32 am,0.05,2026,4,April,17,Friday,16,2026-04,Weekday,0,1,AM,Night,0,3.0,2
Software Developer,2026-04-17,3:09:01 am,5:40:55 am,2.53,2026,4,April,17,Friday,16,2026-04,Weekday,3,9,AM,Night,5,151.79999999999998,2
Software Developer,2026-04-19,1:07:34 am,1:51:35 am,0.73,2026,4,April,19,Sunday,16,2026-04,Weekend,1,7,AM,Night,1,43.8,2
Software Developer,2026-04-19,2:00:15 am,2:06:31 am,0.1,2026,4,April,19,Sunday,16,2026-04,Weekend,2,0,AM,Night,2,6.0,2
Software Developer,2026-04-19,3:49:21 am,3:51:33 am,0.04,2026,4,April,19,Sunday,16,2026-04,Weekend,3,49,AM,Night,3,2.4,2
Software Developer,2026-04-19,4:18:25 am,6:56:13 am,2.63,2026,4,April,19,Sunday,16,2026-04,Weekend,4,18,AM,Night,6,157.79999999999998,2
Academics,2026-04-19,5:23:51 pm,7:26:19 pm,2.04,2026,4,April,19,Sunday,16,2026-04,Weekend,17,23,PM,Evening,19,122.4,2
Academics,2026-04-19,8:53:59 pm,10:32:16 pm,1.64,2026,4,April,19,Sunday,16,2026-04,Weekend,20,53,PM,Evening,22,98.39999999999999,2
Artificial Intelligence,2026-04-20,4:29:42 am,5:19:43 am,0.83,2026,4,April,20,Monday,17,2026-04,Weekday,4,29,AM,Night,5,49.8,2
Data Analyst,2026-04-20,5:35:41 am,6:07:36 am,0.53,2026,4,April,20,Monday,17,2026-04,Weekday,5,35,AM,Morning,6,31.8,2
Data Analyst,2026-04-20,11:36:58 pm,11:56:15 pm,0.32,2026,4,April,20,Monday,17,2026-04,Weekday,23,36,PM,Night,23,19.2,2
Data Analyst,2026-04-20,11:56:25 pm,12:09:36 am,0.22,2026,4,April,20,Monday,17,2026-04,Weekday,23,56,PM,Night,0,13.2,2
Data Analyst,2026-04-21,12:28:31 am,12:37:12 am,0.14,2026,4,April,21,Tuesday,17,2026-04,Weekday,0,28,AM,Night,0,8.4,2
Data Analyst,2026-04-21,1:27:03 am,1:28:00 am,0.02,2026,4,April,21,Tuesday,17,2026-04,Weekday,1,27,AM,Night,1,1.2,2
Virtual Assistant,2026-04-22,8:02:35 pm,8:54:38 pm,0.87,2026,4,April,22,Wednesday,17,2026-04,Weekday,20,2,PM,Evening,20,52.2,2
Virtual Assistant,2026-04-22,9:23:46 pm,9:27:57 pm,0.07,2026,4,April,22,Wednesday,17,2026-04,Weekday,21,23,PM,Night,21,4.2,2
Virtual Assistant,2026-04-23,2:52:11 am,10:14:57 am,7.38,2026,4,April,23,Thursday,17,2026-04,Weekday,2,52,AM,Night,10,442.8,2
